Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,"Vehicle 
Revenue 
Hours", Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Any data questionable,,,,,,,,,,,,,,1
Jackson County,Jefferson,GA,4R03-009,4R03-41154,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,, -   ,  , 22.80 ,  , -   ,  , 1.87 ,  ,0 ,  ,0 ,  ,"164,804 ",  ,,  ,0 ,  ,"7,229 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"13,530 ",  ,0 ,,No,,,,,,,,,,,,,,
Walker County,Chickamauga,GA,4R03-013,4R03-41171,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 17 ,DR,DO,17,, -   ,  , 22.80 ,  , -   ,  , 1.37 ,  ,0 ,  ,0 ,  ,"499,701 ",  ,,  ,0 ,  ,"21,919 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"29,975 ",  ,0 ,,No,,,,,,,,,,,,,,
"Paola Senior Citizen Center, Inc.",Paola,KS,7R02-061,7R02-70163,Private-Non-Profit Corporation,Rural Reporter,0 , 2 ,DR,DO,2,, -   ,  , 22.79 ,  , -   ,  , 5.12 ,  ,0 ,  ,0 ,  ,"19,027 ",  ,,  ,0 ,  ,835 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"4,275 ",  ,0 ,,No,,,,,,,,,,,,,,
Madison County,Anderson,IN,5R02-013,5R02-50272,"MPO, COG or Other Planning Agency",Rural Reporter,0 , 5 ,DR,DO,5,, -   ,  , 22.79 ,  , -   ,  , 2.33 ,  ,0 ,  ,0 ,  ,"158,041 ",  ,,  ,0 ,  ,"6,936 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"16,144 ",  ,0 ,,No,,,,,,,,,,,,,,
Paducah Transit Authority,Paducah,KY,4R04-012,4R04-41013,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 48 ,DR,DO,39,, -   ,  , 22.78 ,  , -   ,  , 1.90 ,  ,0 ,  ,0 ,  ,"1,269,602 ",  ,,  ,0 ,  ,"55,744 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"106,188 ",  ,0 ,,No,,,,,,,,,,,,,,
Quinault Tribe of the Quinault Reservation,Taholah,WA,0T21,00183,Tribe,Reduced Reporter,0 , 2 ,MB,DO,2,, -   ,  , 22.77 , W , -   ,  , 2.04 , W ,0 ,  ,0 ,  ,"43,710 ", W ,,  ,0 ,  ,"1,920 ", W ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,921 ",  ,0 ,,No,,,,,,,,,,,,,,
Research Triangle Regional Public Transportation Authority,Research Triangle Park,NC,4108,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,"347,602 ", 164 ,DR,DO,15,, -   ,  , 22.75 ,  , 20.60 ,  , 1.59 ,  ,0 ,  ,"655,097 ",  ,"498,277 ",  ,"156,820 ",  ,"30,483 ",  ,"21,901 ",  ,"8,582 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"34,919 ",  ,"719,247 ",,No,,,,,,,,,,,,,,
City of Show Low,Show Low,AZ,9R01-003,9R01-91001,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 7 ,MB,DO,3,, -   ,  , 22.74 , Q , -   ,  , 23.91 , Q ,0 ,  ,0 ,  ,"169,188 ", Q ,,  ,0 ,  ,"7,440 ", Q ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"177,923 ", Q ,0 ,,Yes,,,,,,,,,,,,,,
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,"171,345 ", 118 ,DR,DO,48,, -   ,  , 22.73 ,  , 21.13 ,  , 1.46 ,  ,0 ,  ,"1,414,963 ",  ,"1,038,657 ",  ,"376,306 ",  ,"56,648 ",  ,"45,689 ",  ,"10,959 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"66,617 ",  ,"1,407,617 ",,No,,,,,,,,,,,,,,
Tillamook County Transportation District,Tillamook,OR,0R02-028,0R02-00296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 14 ,CB,DO,2,, -   ,  , 22.71 ,  , -   ,  , 2.89 ,  ,0 ,  ,0 ,  ,"132,689 ",  ,,  ,0 ,  ,"5,842 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"16,887 ",  ,0 ,,No,,,,,,,,,,,,,,
Klickitat County Senior Services,Goldendale,WA,0R03-015,0R03-00299,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 13 ,DR,DO,13,, -   ,  , 22.68 ,  , -   ,  , 0.94 ,  ,0 ,  ,0 ,  ,"451,980 ",  ,,  ,0 ,  ,"19,929 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"18,692 ",  ,0 ,,No,,,,,,,,,,,,,,
GO Transit,Oshkosh,WI,5009,50009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"74,495 ", 32 ,MB,PT,1,, -   ,  , 22.67 ,  , 11.63 ,  , 4.83 ,  ,"70,337 ",  ,"74,587 ",  ,"68,816 ",  ,"5,771 ",  ,"3,207 ",  ,"3,035 ",  ,172 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"14,659 ",  ,"170,473 ",,No,,,,,,,,,,,,,,
Fond du Lac Reservation,Cloquet,MN,5T05,55246,Tribe,Reduced Reporter,0 , 7 ,MB,DO,1,, -   ,  , 22.67 ,  , -   ,  , 2.61 ,  ,0 ,  ,0 ,  ,"74,423 ",  ,,  ,0 ,  ,"3,283 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"8,568 ",  ,0 ,,No,,,,,,,,,,,,,,
County of Kaua'i - Transportation Agency,Lihue,HI,9R03-004,9R03-90237,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,"55,934 ", 37 ,MB,DO,23,, -   ,  , 22.67 ,  , -   ,  , 11.97 ,  ,0 ,  ,0 ,  ,"1,507,891 ",  ,,  ,0 ,  ,"66,518 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"795,923 ",  ,0 ,,No,,,,,,,,,,,,,,
County of Kaua'i - Transportation Agency,Lihue,HI,9R03-004,9R03-90237,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,"55,934 ", 37 ,DR,DO,14,, -   ,  , 22.67 ,  , -   ,  , 5.35 ,  ,0 ,  ,0 ,  ,"331,000 ",  ,,  ,0 ,  ,"14,602 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"78,092 ",  ,0 ,,No,,,,,,,,,,,,,,
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0 , 24 ,DR,DO,24,, -   ,  , 22.66 ,  , -   ,  , 1.65 ,  ,0 ,  ,0 ,  ,"986,268 ",  ,,  ,0 ,  ,"43,519 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"71,882 ",  ,0 ,,No,,,,,,,,,,,,,,
Treasure Valley Transit,Nampa,ID,0R01-012,0R01-00373,Private-Non-Profit Corporation,Rural Reporter,0 , 21 ,MB,DO,8,, -   ,  , 22.59 ,  , -   ,  , 8.43 ,  ,0 ,  ,0 ,  ,"360,178 ",  ,,  ,0 ,  ,"15,941 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"134,344 ",  ,0 ,,No,,,,,,,,,,,,,,
"Senior Services of Southeast Kansas, Inc.",Coffeyville,KS,7R02-067,7R02-70239,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,, -   ,  , 22.57 ,  , -   ,  , 1.88 ,  ,0 ,  ,0 ,  ,"28,666 ",  ,,  ,0 ,  ,"1,270 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,382 ",  ,0 ,,No,,,,,,,,,,,,,,
Hancock County Transit,Sparta,GA,4R03-022,4R03-41062,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,, -   ,  , 22.56 ,  , -   ,  , 2.50 ,  ,0 ,  ,0 ,  ,"136,830 ",  ,,  ,0 ,  ,"6,066 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"15,171 ",  ,0 ,,No,,,,,,,,,,,,,,
"West Yellowstone Foundation, Inc.",West Yellowstone,MT,8R02-032,8R02-80269,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 2 ,DR,DO,2,, -   ,  , 22.55 ,  , -   ,  , 1.10 ,  ,0 ,  ,0 ,  ,"25,079 ",  ,,  ,0 ,  ,"1,112 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,221 ",  ,0 ,,No,,,,,,,,,,,,,,
Friends of Elder Citizens-Jackson and Matagorda,Palacios,TX,,6R05-66278,"Subsidiary Unit of a Transit Agency, Reporting Separately",Rural Reporter,0 , 5 ,DR,PT,5,, -   ,  , 22.52 ,  , -   ,  , 1.78 ,  ,0 ,  ,0 ,  ,"318,818 ",  ,,  ,0 ,  ,"14,154 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"25,150 ",  ,0 ,,No,,,,,,,,,,,,,,
Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,"107,672 ", 26 ,DR,PT,8,, -   ,  , 22.51 ,  , 14.30 ,  , 2.36 ,  ,0 ,  ,"345,957 ",  ,"308,313 ",  ,"37,644 ",  ,"17,244 ",  ,"13,698 ",  ,"3,546 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"32,339 ",  ,"462,518 ",,No,,,,,,,,,,,,,,
Mecosta Osceola Transit Authority,Big Rapids,MI,5R03-051,5R03-50416,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 9 ,DR,DO,9,, -   ,  , 22.50 ,  , -   ,  , 4.54 ,  ,0 ,  ,0 ,  ,"275,151 ",  ,,  ,0 ,  ,"12,229 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"55,489 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Escalon,Escalon,CA,9R02-061,9R02-91078,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 2 ,MB,DO,1,, -   ,  , 22.50 ,  , -   ,  , 0.85 ,  ,0 ,  ,0 ,  ,"36,739 ",  ,,  ,0 ,  ,"1,633 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,396 ",  ,0 ,,No,,,,,,,,,,,,,,
Capital Area Rural Transportation System (CARTS - RURAL),Austin,TX,,6R05-66271,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 121 ,MB,DO,34,, -   ,  , 22.49 ,  , -   ,  , 4.76 ,  ,0 ,  ,0 ,  ,"809,819 ",  ,,  ,0 ,  ,"36,011 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"171,584 ",  ,0 ,,No,,,,,,,,,,,,,,
"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,9016,90016,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212 ", 141 ,DR,PT,8,, -   ,  , 22.46 ,  , 21.97 ,  , 0.94 ,  ,0 ,  ,"279,555 ",  ,"228,132 ",  ,"51,423 ",  ,"12,157 ",  ,"10,158 ",  ,"1,999 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"9,539 ",  ,"209,598 ",,No,,,,,,,,,,,,,,
Morongo Basin Transit Authority,Joshua Tree,CA,9R02-049,9R02-91090,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 31 ,MB,DO,25,, -   ,  , 22.45 ,  , -   ,  , 11.65 ,  ,0 ,  ,0 ,  ,"578,856 ",  ,,  ,0 ,  ,"25,779 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"300,400 ",  ,0 ,,No,,,,,,,,,,,,,,
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442 ", 431 ,CB,DO,69,, -   ,  , 22.44 ,  , 14.36 ,  , 20.43 ,  ,"1,184,803 ",  ,"1,802,598 ",  ,"1,186,408 ",  ,"616,190 ",  ,"79,161 ",  ,"52,877 ",  ,"26,284 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,080,304 ",  ,"15,516,820 ",,No,,,,,,,,,,,,,,
Ben Franklin Transit,Richland,WA,0018,00018,Independent Public Agency or Authority of Transit Service,Full Reporter,"210,975 ", 440 ,DT,PT,21,, -   ,  , 22.44 ,  , 5.20 ,  , 3.90 ,  ,0 ,  ,0 ,  ,"705,818 ",  ,,  ,0 ,  ,"31,459 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"122,637 ",  ,"637,712 ",,No,,,,,,,,,,,,,,
The Tri-County Council for the Lower Eastern Shore of Maryland,Salisbury,MD,3096,30096,Independent Public Agency or Authority of Transit Service,Full Reporter,"98,081 ", 51 ,DT,PT,13,, -   ,  , 22.41 ,  , 25.34 ,  , 1.92 ,  ,0 ,  ,0 ,  ,"135,795 ",  ,,  ,0 ,  ,"6,059 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"11,657 ",  ,"295,429 ",,No,,,,,,,,,,,,,,
Pueblo of Laguna,Laguna,NM,6T15,60620,Tribe,Reduced Reporter,0 , 5 ,MB,DO,1,, -   ,  , 22.41 ,  , -   ,  , 1.46 ,  ,0 ,  ,0 ,  ,"32,630 ",  ,,  ,0 ,  ,"1,456 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,124 ",  ,0 ,,No,,,,,,,,,,,,,,
Cambridge Memorial Hospital,Cambridge,NE,7R04-022,7R04-70194,Private-Non-Profit Corporation,Rural Reporter,0 , 2 ,DR,DO,2,, -   ,  , 22.39 ,  , -   ,  , 1.76 ,  ,0 ,  ,0 ,  ,"27,072 ",  ,,  ,0 ,  ,"1,209 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,128 ",  ,0 ,,No,,,,,,,,,,,,,,
People for People Moses Lake,Moses Lake,WA,0R03-029,0R03-00287,Private-Non-Profit Corporation,Rural Reporter,0 , 16 ,CB,DO,4,, -   ,  , 22.36 ,  , -   ,  , 1.72 ,  ,0 ,  ,0 ,  ,"189,211 ",  ,,  ,0 ,  ,"8,463 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"14,581 ",  ,0 ,,No,,,,,,,,,,,,,,
Wake County DSS,Raleigh,NC,4R06-094,40222,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891 ", 47 ,DR,PT,47,, -   ,  , 22.34 , Q , 13.12 , Q , 1.70 , Q ,0 ,  ,"2,341,152 ", Q ,"2,341,152 ", Q ,0 ,  ,"104,805 ", Q ,"104,805 ", Q ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"178,407 ",  ,"2,341,152 ",Q,Yes,,,,,,,,,,,,,,
Twiggs County Transit,Jeffersonville,GA,4R03-049,4R03-41065,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 2 ,DR,DO,2,, -   ,  , 22.33 ,  , -   ,  , 2.07 ,  ,0 ,  ,0 ,  ,"74,055 ",  ,,  ,0 ,  ,"3,316 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"6,861 ",  ,0 ,,No,,,,,,,,,,,,,,
Lexington Transit Authority,Lexington,KY,4017,40017,Independent Public Agency or Authority of Transit Service,Full Reporter,"290,263 ", 120 ,DT,PT,9,, -   ,  , 22.32 ,  , 7.78 ,  , 3.66 ,  ,0 ,  ,0 ,  ,"63,241 ",  ,,  ,0 ,  ,"2,833 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"10,355 ",  ,"80,522 ",,No,,,,,,,,,,,,,,
Ashe County Transportation Authority Inc,West Jefferson,NC,4R06-058,4R06-41029,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 14 ,DR,DO,13,, -   ,  , 22.32 ,  , -   ,  , 1.32 ,  ,0 ,  ,0 ,  ,"741,849 ",  ,,  ,0 ,  ,"33,234 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"44,029 ",  ,0 ,,No,,,,,,,,,,,,,,
Rio Metro Regional Transit District,Albuquerque,NM,6111,60111,Independent Public Agency or Authority of Transit Service,Full Reporter,"741,318 ", 88 ,CB,PT,5,, -   ,  , 22.31 ,  , 16.86 ,  , 5.09 ,  ,"262,134 ",  ,"357,926 ",  ,"262,134 ",  ,"95,792 ",  ,"14,164 ",  ,"11,748 ",  ,"2,416 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"59,785 ",  ,"1,008,231 ",,No,,,,,,,,,,,,,,
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 "," 1,129 ",HR,DO,80,, 19 ,  , 22.29 ,  , 7.39 ,  , 58.79 ,  ,"8,297,517 ",  ,"8,415,839 ",  ,"8,306,783 ",  ,"109,056 ",  ,"396,916 ",  ,"372,670 ",  ,"24,246 ",  ,"2,058,193 ",  ,"1,942,938 ",  ,"95,399 ",  ,"86,666 ",  ,"21,910,609 ",  ,"161,987,105 ",,No,,,,,,,,,,,,,,
Kendall County,Yorkville,IL,5R01-049,5R01-50352,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 8 ,DR,DO,8,, -   ,  , 22.28 ,  , -   ,  , 2.29 ,  ,0 ,  ,0 ,  ,"335,393 ",  ,,  ,0 ,  ,"15,053 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"34,403 ",  ,0 ,,No,,,,,,,,,,,,,,
Geauga County Transit,Chardon,OH,5R05-052,5R05-50326,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 17 ,DR,DO,17,, -   ,  , 22.23 ,  , -   ,  , 4.03 ,  ,0 ,  ,0 ,  ,"421,279 ",  ,,  ,0 ,  ,"18,954 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"76,333 ",  ,0 ,,No,,,,,,,,,,,,,,
Wayne County Transit,Jesup,GA,4R03-074,4R03-41142,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 13 ,DR,DO,13,, -   ,  , 22.21 ,  , -   ,  , 2.90 ,  ,0 ,  ,0 ,  ,"328,383 ",  ,,  ,0 ,  ,"14,784 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"42,910 ",  ,0 ,,No,,,,,,,,,,,,,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,3019,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,441,567 "," 2,340 ",CR,DO,339,, 80 ,  , 22.20 ,  , 12.99 ,  , 43.34 ,  ,"19,427,168 ",  ,"20,487,192 ",  ,"19,286,247 ",  ,"1,200,945 ",  ,"916,639 ",  ,"868,692 ",  ,"47,947 ",  ,"5,309,851 ",  ,"5,005,802 ",  ,"237,592 ",  ,"225,607 ",  ,"37,650,714 ",  ,"488,952,280 ",,No,,,,,,,,,,,,,,
Pottawatomie County,Westmoreland,KS,7R02-019,7R02-70122,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 2 ,DR,DO,2,, -   ,  , 22.20 ,  , -   ,  , 4.06 ,  ,0 ,  ,0 ,  ,"48,725 ",  ,,  ,0 ,  ,"2,195 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"8,918 ",  ,0 ,,No,,,,,,,,,,,,,,
Berrien County Public Transportation,St. Joseph,MI,5R03-012,5R03-50463,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 20 ,DR,PT,20,, -   ,  , 22.19 ,  , -   ,  , 3.32 ,  ,0 ,  ,0 ,  ,"379,303 ",  ,,  ,0 ,  ,"17,090 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"56,782 ",  ,0 ,,No,,,,,,,,,,,,,,
Wakulla County Transportation,Crawfordville,FL,4R02-023,4R02-41148,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 9 ,DR,DO,9,, -   ,  , 22.16 ,  , -   ,  , 1.17 ,  ,0 ,  ,0 ,  ,"253,321 ",  ,,  ,0 ,  ,"11,430 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"13,400 ",  ,0 ,,No,,,,,,,,,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 28 ,DR,DO,1,, -   ,  , 22.16 ,  , -   ,  , 2.67 ,  ,0 ,  ,0 ,  ,"3,302 ",  ,,  ,0 ,  ,149 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,398 ,  ,0 ,,No,,,,,,,,,,,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546 ", 315 ,DR,DO,3,, -   ,  , 22.15 ,  , 14.74 ,  , 4.42 ,  ,0 ,  ,"64,132 ",  ,"39,231 ",  ,"24,901 ",  ,"3,040 ",  ,"1,771 ",  ,"1,269 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"7,834 ",  ,"115,457 ",,No,,,,,,,,,,,,,,
"Logan County Historical Society, Inc, dba First Capital Trolley",Guthrie,OK,6R04-004,6R04-60214,Private-Non-Profit Corporation,Rural Reporter,0 , 50 ,MB,DO,4,, -   ,  , 22.14 ,  , -   ,  , 3.71 ,  ,0 ,  ,0 ,  ,"7,394 ",  ,,  ,0 ,  ,334 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,240 ",  ,0 ,,No,,,,,,,,,,,,,,
"East Tennessee Human Resource Agency, Inc.",Knoxville,TN,4190,40190,Other Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,"59,036 ", 111 ,DR,DO,111,, -   ,  , 22.13 ,  , -   ,  , 1.35 ,  ,0 ,  ,0 ,  ,"4,920,506 ",  ,,  ,0 ,  ,"222,351 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"299,460 ",  ,0 ,,No,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,528 ",CB,PT,23,, -   ,  , 22.12 ,  , 17.51 ,  , 10.66 ,  ,"444,890 ",  ,"896,809 ",  ,"444,625 ",  ,"452,184 ",  ,"35,223 ",  ,"20,102 ",  ,"15,121 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"214,342 ",  ,"3,753,680 ",,No,,,,,,,,,,,,,,
Orleans Transit Service,Albion,NY,2R02-034,2R02-20934,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 7 ,MB,DO,7,, -   ,  , 22.10 ,  , -   ,  , 5.27 ,  ,0 ,  ,0 ,  ,"174,271 ",  ,,  ,0 ,  ,"7,886 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"41,590 ",  ,0 ,,No,,,,,,,,,,,,,,
Avera Creighton Hospital,Creighton,NE,7R04-036,7R04-70216,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,, -   ,  , 22.10 ,  , -   ,  , 1.38 ,  ,0 ,  ,0 ,  ,"33,255 ",  ,,  ,0 ,  ,"1,505 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,082 ",  ,0 ,,No,,,,,,,,,,,,,,
Butler Transit  Authority,Butler,PA,3R04-001,3R04-30141,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 19 ,DR,PT,15,, -   ,  , 22.09 ,  , -   ,  , 3.83 ,  ,0 ,  ,0 ,  ,"7,489 ",  ,,  ,0 ,  ,339 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,300 ",  ,0 ,,No,,,,,,,,,,,,,,
Muscogee (Creek) Nation,Okmulgee,OK,6T08,66170,Tribe,Reduced Reporter,0 , 26 ,DR,DO,26,, -   ,  , 22.07 ,  , -   ,  , 3.42 ,  ,0 ,  ,0 ,  ,"358,453 ",  ,,  ,0 ,  ,"16,239 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"55,503 ",  ,0 ,,No,,,,,,,,,,,,,,
Tar River Transit,Rocky Mount,NC,4096,40096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"68,243 ", 22 ,DR,PT,15,, -   ,  , 22.07 ,  , -   ,  , 1.71 ,  ,0 ,  ,0 ,  ,"1,190,971 ",  ,,  ,0 ,  ,"53,970 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"92,203 ",  ,0 ,,No,,,,,,,,,,,,,,
Nassau Council on Aging,Fernandina Beach,FL,4R02-007,4R02-41114,Area Agency on Aging,Rural Reporter,0 , 18 ,MB,DO,4,, -   ,  , 22.06 ,  , -   ,  , 1.27 ,  ,0 ,  ,0 ,  ,"184,864 ",  ,,  ,0 ,  ,"8,380 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"10,639 ",  ,0 ,,No,,,,,,,,,,,,,,
Village of Plover,Plover,WI,5R06-031,5R06-50277,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 3 ,DT,PT,3,, -   ,  , 22.06 ,  , -   ,  , 3.95 ,  ,0 ,  ,0 ,  ,"158,960 ",  ,,  ,0 ,  ,"7,207 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"28,434 ",  ,0 ,,No,,,,,,,,,,,,,,
Region XII Council of Governments/WITS,Carroll,IA,7R01-012,7R01-70224,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 53 ,DR,DO,53,, -   ,  , 22.05 ,  , -   ,  , 3.36 ,  ,0 ,  ,0 ,  ,"1,127,016 ",  ,,  ,0 ,  ,"51,104 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"171,470 ",  ,0 ,,No,,,,,,,,,,,,,,
Morgan County Transit,McConnelsville,OH,5R05-064,5R05-50421,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 16 ,DR,DO,16,, -   ,  , 22.05 ,  , -   ,  , 2.27 ,  ,0 ,  ,0 ,  ,"481,373 ",  ,,  ,0 ,  ,"21,829 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"49,472 ",  ,0 ,,No,,,,,,,,,,,,,,
